id,paragraphs
498,viserys targaryen paint aspirant portrait reign lord corlys
499,corlys velaryon elude storm either sail around must never await coming
500,corlys velaryon targaryen dragon velaryon fleet bound blood show realm crown strongest day ahead behind
501,rhaenys targaryen whether daughter someone else father remarry sooner late new wife produce new heir chance better one male boy come age father passed men realm expect heir order thing
502,rhaenyra targaryen queen create new order
503,rhaenys targaryen wish could rhaenyra men realm already opportunity appoint ruling queen great council denied
504,rhaenyra targaryen denied princess rhaenys queen never bent knee called heir throne
505,rhaenys targaryen remind father men carry cup hard truth one else heart tell men would sooner put realm torch see woman ascend iron throne
506,viserys targaryen ever since name read archmaesters great council felt corlys velaryon envious gaze staring across blackwater
507,lyonel strong sit upon highest seat realm grace proud men like look
508,corlys velaryon house velaryon origin reach back old valyria ancient even house targaryen according text unlike targaryens dragonlords century house scratch existence sea grit luck ascended driftwood throne knew wanted went seized unlike every lord realm say built house high seat strength mine back always thought made cloth
509,daemon targaryen aware king brother
510,corlys velaryon men cut way world
511,corlys velaryon crabfeeder backed powerful entity within free city wish see westeros weakened king failure allowed accumulate strength shipping lane fall house crippled driftmark beggared king idle feast ball tourney
512,daemon targaryen speak brother wish
513,corlys velaryon waiting stepstones chance prove worth might yet doubt realm second son daemon worth given must made
514,behind scene
515,general
516,title episode derives rogue prince king brother slightly abridged version heir dragon chapter fire blood released stand alone novelette anthology 2014 title novelette refers daemon targaryen
517,cold open premiere episode great council episode introduces new title sequence us theme song game throne ramin djawadi returned music composer prequel instead camera moving animated astrolabe map world move animated version model viserys building old valyria capital city
518,viewership figure episode increased series premiere 9 98 million 10 2 million united state across hbo hbo max first 24 hour period increase 2 1
519,wide margin shortest episode house dragon season 1 54 minute seven ten season 1 episode 60 minute long two others 58 minute long
520,episode originally meant directed miguel sapochnik viewed second half paired unit first episode also directed last minute however scheduling conflict exterior location episode meaning film scene immediately sapochnik already busy filming different exterior location also could rescheduled therefore traded directing duty episode greg yaitanes return sapochnik got direct episode 7 yaitanes mildly lamented greatly looked forward directing episode somewhat making yaitanes return got direct season finale sure sapochnik yaitanes would direct sapochnik already made full storyboards episode 2 yaitanes tried follow vision closely possible 2
521,possible scheduling issue last minute change director explain shortest episode season possible scene intended able filmed
522,actually least two deleted scene episode might fully completed time final cut see
523,beginning episode rhaenyra still wearing triple knot valyrian steel necklace daemon gave preceding episode learns stole dragon egg picked dead brother baelon end episode stopped wearing
524,deleted scene
525,least two scene deleted episode photo exist cast full costume full scene post production might finished time include final cut due last minute switch director
526,argument alicent rhaenyra godswood directly viserys announces intention marry alicent 3
527,alicent hightower going appear elaborate wedding dress wedding ceremony would shown 4 scene filmed showing rhaenyra helping alicent dress paralleling alicent helping rhaenyra dress ceremony previous episode 5
528,behind scene video include shot rhaenyra putting criston cole kingsguard armor appointed order part formal investiture ceremony 6
529,filming location
530,filming location episode included
531,scene royal garden filmed jardines de santa clotide lloret de mar catalonia spain
532,brief scene beginning end episode stepstones previewing full appearance next episode filmed southern coast cornwall england
533,dragonstone exterior actually return real life causeway coast northern spain used film location game throne season 7 8 even though production return spain explained behind scene video camerawork wanted use scene would impossible narrow causeway e overhead crane shot entire sequence filmed volume virtual set leavesden studio virtual set 2 000 led screen projecting background 92 motion capture camera actor could react real time image dragon instead pretending
